Rock_Type,Ore_Grade,Tonnage,Ore_Value,Mining_Cost,Processing_Cost,Waste_Flag,Profit
Waste,0,2606,0,46,33,1,-205874
Hematite,55.71,1500,324.7,35,29,0,391050
Waste,0,1681,0,45,24,1,-115989
Hematite,61.02,1090,256.96,48,31,0,193976.4
Hematite,55.24,2420,343.38,58,39,0,596239.6
Hematite,58.8,2715,314,67,20,0,616305
Waste,0,2358,0,36,39,1,-176850
Hematite,53.14,1501,311.9,59,25,0,342077.9
Hematite,57.23,2558,253.74,45,29,0,459774.92
Magnetite,55.78,1784,253.83,69,35,0,267296.72
Magnetite,58.16,1573,257.48,51,26,0,283895.04
Hematite,60.21,2880,323.78,44,33,0,710726.4
Magnetite,53.2,2011,311.93,36,25,0,504620.23
Hematite,51.72,1490,333.49,32,28,0,407500.1
Magnetite,59.19,1572,347.94,32,29,0,451069.68
Hematite,51.44,2356,331.2,52,23,0,603607.2
Hematite,50.67,2272,317.31,34,31,0,573248.32
Magnetite,53.2,2091,322.73,47,22,0,530549.43
Waste,0,1896,0,31,31,1,-117552
Magnetite,55.94,2444,281.33,42,24,0,526266.52
Magnetite,57.19,1992,304.33,43,33,0,454833.36
Hematite,58.39,1077,325.6,66,34,0,242971.2
Magnetite,59.92,1213,316.11,54,21,0,292466.43
Waste,0,1077,0,67,34,1,-108777
Hematite,60.58,1514,304.94,52,25,0,345101.16
Hematite,60.52,2962,292.99,31,28,0,693078.38
Magnetite,57.1,1646,284.21,65,39,0,296625.66
Magnetite,63,2219,290.26,69,31,0,422186.94
Waste,0,1890,0,45,24,1,-130410
Hematite,58.24,1317,273.3,55,22,0,258527.1
Waste,0,2931,0,31,27,1,-169998
Magnetite,60.06,1862,276.99,66,24,0,348175.38
Hematite,51.96,2211,274.35,61,27,0,412019.85
Magnetite,54.31,2640,274.04,47,39,0,496425.6
Waste,0,2623,0,36,22,1,-152134
Hematite,53.18,1048,337.93,64,24,0,261926.64
Waste,0,2298,0,43,38,1,-186138
Magnetite,56.64,1491,274.43,45,24,0,306296.13
Hematite,53.84,2023,349.24,52,29,0,542649.52
Magnetite,51.24,2499,297.35,60,39,0,495676.65
Hematite,52.63,1288,326.82,45,35,0,317904.16
Magnetite,54.1,1641,289.6,52,32,0,337389.6
Magnetite,58.71,1609,252.72,38,29,0,298823.48
Magnetite,57.29,2085,280.37,44,27,0,436536.45
Magnetite,63.89,2426,253.16,53,29,0,415234.16
Magnetite,63.92,1945,302.16,35,23,0,474891.2
Hematite,53.4,1720,325.07,38,37,0,430120.4
Magnetite,57.85,1874,346.59,58,30,0,484597.66
Hematite,52,1099,282.53,67,23,0,211590.47
Hematite,50.23,1136,333.28,48,21,0,300222.08
Magnetite,62.7,2401,312.4,65,23,0,538784.4
Hematite,56.48,1929,285.87,56,22,0,400981.23
Hematite,63.15,2529,345.94,39,39,0,677620.26
Hematite,60.93,2348,291.06,65,34,0,450956.88
Waste,0,2175,0,64,26,1,-195750
Waste,0,2220,0,55,22,1,-170940
Magnetite,54.05,2595,332.21,62,22,0,644104.95
Hematite,60.84,2258,280.81,65,25,0,430848.98
Hematite,62.83,2740,252.6,37,39,0,483884
Hematite,54.88,1486,285.79,40,37,0,310261.94
Waste,0,1561,0,60,37,1,-151417
Magnetite,57.67,2516,344.18,49,29,0,669708.88
Hematite,57.24,1033,345.11,30,37,0,287287.63
Hematite,51.78,1569,275.65,45,26,0,321095.85
Hematite,54.07,1383,329.38,67,26,0,326913.54
Hematite,53.84,2463,266.43,41,34,0,471492.09
Hematite,51.44,2292,283.55,62,39,0,418404.6
Waste,0,1146,0,49,32,1,-92826
Hematite,53.73,2221,257.84,36,28,0,430518.64
Hematite,63.3,2407,297.32,49,27,0,532717.24
Waste,0,2547,0,55,32,1,-221589
Waste,0,2108,0,31,34,1,-137020
Magnetite,62.39,1346,307.97,51,39,0,293387.62
Magnetite,55.39,2026,303.85,69,33,0,408948.1
Waste,0,2192,0,64,29,1,-203856
Waste,0,2782,0,50,23,1,-203086
Hematite,50.47,1018,265.61,69,33,0,166554.98
Magnetite,59.36,2788,288.91,59,26,0,568501.08
Hematite,59.54,1962,267.49,43,30,0,381589.38
Hematite,55.17,1268,250.84,69,21,0,203945.12
Hematite,50.28,2761,345.57,36,36,0,755326.77
Magnetite,62.79,1128,257.15,37,28,0,216745.2
Magnetite,51.94,2426,312.66,44,36,0,564433.16
Waste,0,1442,0,37,32,1,-99498
Hematite,58.76,2664,298.92,36,36,0,604514.88
Magnetite,52.19,2617,296.72,46,38,0,556688.24
Waste,0,2201,0,37,22,1,-129859
Magnetite,56.11,2684,310.89,57,21,0,625076.76
Magnetite,64.99,1124,315.25,56,32,0,255429
Magnetite,58.62,2815,295.76,51,26,0,615809.4
Magnetite,63.93,2780,349.1,38,38,0,759218
Hematite,63.06,2787,322.98,58,21,0,679972.26
Magnetite,51.34,2041,270.73,59,37,0,356623.93
Hematite,58.26,2943,279.39,59,21,0,586804.77
Waste,0,2130,0,55,24,1,-168270
Magnetite,51.1,1225,330.15,58,38,0,286833.75
Magnetite,63.77,1573,310.04,48,31,0,363425.92
Hematite,63.52,1918,304.02,58,34,0,406654.36
Hematite,62.23,2723,270.5,42,24,0,556853.5
Hematite,53.42,1770,313.67,52,30,0,410055.9
Waste,0,2301,0,69,29,1,-225498
Hematite,61.46,1804,331.9,49,38,0,441799.6
Hematite,53.33,1367,302.58,50,31,0,302899.86
Waste,0,1194,0,49,38,1,-103878
Magnetite,61.36,2899,263.84,35,29,0,579336.16
Hematite,51.22,2712,288.09,32,32,0,607732.08
Hematite,54.33,2611,287.92,33,30,0,587266.12
Magnetite,60.17,2285,304.42,41,29,0,535649.7
Hematite,53.5,2802,298.2,30,24,0,684248.4
Magnetite,56.48,1295,280.86,47,35,0,257523.7
Hematite,52.13,2339,331.7,69,21,0,565336.3
Hematite,60.11,1178,257.58,56,36,0,195053.24
Hematite,55.26,2576,269.45,55,27,0,482871.2
Magnetite,50.03,1607,253.25,45,29,0,288054.75
Magnetite,62.38,1114,253.79,51,32,0,190260.06
Magnetite,58.19,1500,334.31,43,35,0,384465
Waste,0,2157,0,64,28,1,-198444
Magnetite,50.07,1463,252.59,50,24,0,261277.17
Waste,0,2640,0,49,30,1,-208560
Magnetite,56.39,1084,307.9,63,29,0,234035.6
Magnetite,51.27,2788,263.38,50,22,0,533567.44
Magnetite,58.99,1611,343.24,67,30,0,396692.64
Magnetite,55.66,1528,269.8,54,24,0,293070.4
Waste,0,2668,0,55,39,1,-250792
Hematite,56.75,1993,289.36,61,32,0,391345.48
Magnetite,64.63,2165,256.37,33,29,0,420811.05
Waste,0,1729,0,39,21,1,-103740
Hematite,52.03,1601,265.33,57,30,0,285506.33
Hematite,54.69,2334,331.48,45,34,0,589288.32
Hematite,51.84,1964,316.74,33,30,0,498345.36
Hematite,61.32,1417,284.09,45,34,0,290612.53
Hematite,64.49,2583,298.42,45,31,0,574510.86
Magnetite,54.3,1217,315.97,63,21,0,282307.49
Waste,0,2190,0,30,25,1,-120450
Magnetite,62.86,2349,257.69,43,27,0,440883.81
Magnetite,57.59,2185,341.94,40,31,0,592003.9
Hematite,59.92,2152,346.17,61,26,0,557733.84
Hematite,59.58,2657,302.7,32,34,0,628911.9
Hematite,58.07,1833,283.04,69,21,0,353842.32
Waste,0,2907,0,42,37,1,-229653
Hematite,54.62,2411,267.85,33,30,0,493893.35
Hematite,59.65,1977,318.15,44,39,0,464891.55
Hematite,52.88,1523,304.16,54,25,0,342918.68
Magnetite,64.28,2863,309.6,51,31,0,651618.8
Magnetite,57.35,2080,315.48,65,31,0,456518.4
Magnetite,59.96,2910,327.95,35,21,0,791374.5
Waste,0,1718,0,50,39,1,-152902
Magnetite,57.02,2320,305.4,68,36,0,467248
Hematite,53.19,1656,286.46,41,36,0,346865.76
Magnetite,63.64,1808,303.67,40,28,0,426091.36
Hematite,59.24,2002,258.41,45,35,0,357176.82
Magnetite,61.28,1176,258.76,61,24,0,204341.76
Waste,0,2098,0,55,29,1,-176232
Magnetite,55.92,1247,303.16,64,35,0,254587.52
Magnetite,53.09,1301,297.55,31,27,0,311654.55
Magnetite,54.93,2025,329.56,64,23,0,491184
Magnetite,55.8,1424,324.84,57,29,0,340108.16
Waste,0,1580,0,57,26,1,-131140
Hematite,54.48,2178,336.61,68,36,0,506624.58
Hematite,52.67,1049,270.93,33,36,0,211824.57
Hematite,51.31,1291,277.22,42,35,0,258484.02
Waste,0,1497,0,49,23,1,-107784
Hematite,61.86,1992,271.37,65,39,0,333401.04
Hematite,51.16,1295,321.76,44,28,0,323439.2
Waste,0,1809,0,54,20,1,-133866
Waste,0,2948,0,31,23,1,-159192
Hematite,60.02,2440,270.31,52,21,0,481436.4
Magnetite,50.58,2355,276.8,48,30,0,468174
Magnetite,51.6,1431,326.42,51,24,0,359782.02
Magnetite,50.28,2897,284.34,35,21,0,661500.98
Waste,0,1180,0,30,26,1,-66080
Magnetite,54.09,2342,322.69,66,23,0,547301.98
Waste,0,1071,0,31,22,1,-56763
Waste,0,1712,0,46,29,1,-128400
Hematite,50.2,1020,343.38,42,23,0,283947.6
Hematite,51.94,1474,338.51,49,38,0,370725.74
Waste,0,2327,0,65,24,1,-207103
Hematite,51.17,1025,288.62,68,29,0,196410.5
Hematite,56.89,2757,347.22,49,34,0,728454.54
Hematite,59.56,1125,267.57,69,36,0,182891.25
Magnetite,55.05,1019,315.69,66,22,0,232016.11
Hematite,58.09,2754,340.18,63,25,0,694503.72
Magnetite,50.38,1061,325.77,67,33,0,239541.97
Magnetite,51.84,2211,266.23,60,25,0,400699.53
Hematite,50.54,1930,347.35,53,38,0,494755.5
Hematite,63.51,2035,308.54,38,23,0,503743.9
Magnetite,63.5,1196,324.25,52,27,0,293319
Magnetite,52.01,1769,293.96,60,32,0,357267.24
Hematite,53.58,1514,257.77,61,33,0,247947.78
Hematite,63.16,2931,336.95,63,21,0,741396.45
Hematite,61.11,1358,301.29,53,30,0,296437.82
Hematite,62.9,1055,307.09,45,20,0,255404.95
Waste,0,1265,0,31,23,1,-68310
Hematite,61.78,2301,323.41,59,30,0,539377.41
Magnetite,61.41,1948,285.29,59,39,0,364840.92
Magnetite,60.16,1015,335.62,69,25,0,245244.3
Hematite,51.72,2013,269.53,53,28,0,379510.89
Hematite,64.13,1490,282.11,50,37,0,290713.9
Waste,0,2811,0,48,30,1,-219258
Hematite,53.07,2015,337.1,33,27,0,558356.5
Magnetite,64.01,1941,288.87,40,38,0,409298.67
Hematite,57.85,2665,331.16,33,20,0,741296.4
Hematite,61.22,1036,348.7,33,25,0,301165.2
Magnetite,62.52,2903,269.33,32,36,0,584460.99
Hematite,52.09,1656,278.49,55,39,0,305515.44
Magnetite,60.85,1144,331.37,62,29,0,274983.28
Magnetite,51.81,1227,262.92,40,30,0,236712.84
Hematite,59.17,2073,305.56,63,23,0,455147.88
Waste,0,2937,0,30,38,1,-199716
Magnetite,51.95,1348,344.08,68,27,0,335759.84
Magnetite,64.67,1252,308.81,32,31,0,307754.12
Magnetite,55.14,1394,323.96,67,32,0,313594.24
Hematite,63.17,2296,304.11,62,25,0,498484.56
Waste,0,2740,0,60,31,1,-249340
Hematite,51.99,1134,264.76,68,22,0,198177.84
Hematite,56.9,2475,278,45,25,0,514800
Waste,0,1944,0,45,20,1,-126360
Magnetite,60.96,2403,296.33,68,32,0,471780.99
Hematite,55.38,1122,254.79,65,23,0,187138.38
Waste,0,1704,0,51,36,1,-148248
Magnetite,53.02,2171,307.01,34,20,0,549284.71
Magnetite,60.52,1198,284.96,39,23,0,267106.08
Waste,0,1324,0,40,20,1,-79440
Hematite,64.57,2449,257,48,32,0,433473
Magnetite,52.4,2075,314.53,42,30,0,503249.75
Hematite,61.23,2452,251.41,67,36,0,363901.32
Magnetite,54.67,2723,326.14,30,26,0,735591.22
Waste,0,1703,0,32,39,1,-120913
Hematite,64.95,2554,251.7,49,39,0,418089.8
Hematite,51.18,1067,304.12,69,20,0,229533.04
Hematite,64.21,2223,264.53,47,35,0,405764.19
Hematite,58.56,2647,255.92,49,23,0,486836.24
Magnetite,59.93,1616,331.92,58,35,0,386094.72
Waste,0,2600,0,43,35,1,-202800
Waste,0,2370,0,51,36,1,-206190
Hematite,60.8,2765,342.93,66,32,0,677231.45
Hematite,58.7,1179,302.47,46,22,0,276440.13
Hematite,50.75,2049,290.92,59,39,0,395293.08
Magnetite,54.53,1147,260.62,61,22,0,203730.14
Magnetite,55.81,1449,282.67,68,20,0,282076.83
Waste,0,1296,0,34,25,1,-76464
Hematite,54.51,2937,281.01,37,20,0,657917.37
Waste,0,1912,0,56,36,1,-175904
Hematite,64.96,1453,301.37,64,20,0,315838.61
Waste,0,2584,0,55,31,1,-222224
Hematite,56.49,2647,316.84,61,38,0,576622.48
Waste,0,2365,0,64,28,1,-217580
Hematite,51.91,1448,278.78,63,29,0,270457.44
Magnetite,53.73,1215,277.13,62,33,0,221287.95
Waste,0,1718,0,67,39,1,-182108
Hematite,50.76,1121,323.75,49,39,0,264275.75
Hematite,59.41,2867,314.78,62,32,0,632976.26
Magnetite,64.08,1839,299.92,58,32,0,386042.88
Magnetite,58.05,2021,305.41,55,36,0,433322.61
Hematite,59.66,1057,251.4,62,28,0,170599.8
Waste,0,1224,0,37,38,1,-91800
Hematite,59.05,2248,282.25,48,30,0,459154
Magnetite,63.8,1523,253.03,59,27,0,254386.69
Hematite,61.03,1622,331.52,37,25,0,437161.44
Hematite,59.36,2866,330.89,43,35,0,724782.74
Magnetite,64.75,1304,339.81,30,28,0,367480.24
Waste,0,1652,0,59,21,1,-132160
Waste,0,2017,0,42,31,1,-147241
Hematite,62.79,1457,254.39,57,24,0,252629.23
Magnetite,59.63,1610,325.07,41,31,0,407442.7
Waste,0,2906,0,52,29,1,-235386
Waste,0,2292,0,60,23,1,-190236
Magnetite,53.31,2447,268.86,37,38,0,474375.42
Hematite,53.47,2242,280.03,38,38,0,457435.26
Hematite,54.81,2560,301.22,34,20,0,632883.2
Magnetite,55.01,2596,319.96,53,20,0,641108.16
Waste,0,2018,0,40,22,1,-125116
Magnetite,56.57,1872,326.77,63,25,0,446977.44
Magnetite,60.54,2030,256.24,49,24,0,371977.2
Magnetite,61.51,2444,299.36,41,34,0,548335.84
Magnetite,61.74,2721,253.9,37,24,0,524880.9
Hematite,63.8,2697,319.71,37,25,0,695043.87
Hematite,64.77,1883,283.53,46,35,0,381363.99
Magnetite,60.97,1882,311.74,68,29,0,404140.68
Hematite,53.54,1670,342.29,57,34,0,419654.3
Waste,0,1945,0,65,37,1,-198390
Waste,0,2763,0,31,32,1,-174069
Magnetite,57.85,2492,262.64,64,30,0,420250.88
Hematite,59.13,1757,329.91,30,38,0,460175.87
Waste,0,2037,0,65,22,1,-177219
Magnetite,52.73,2813,341.67,65,21,0,719199.71
Waste,0,2427,0,32,30,1,-150474
Hematite,57.08,1649,261.62,53,23,0,306087.38
Hematite,52.53,1532,306.39,35,21,0,383597.48
Hematite,51.12,2747,251.1,68,30,0,420565.7
Magnetite,56.09,1960,286.71,35,20,0,454151.6
Magnetite,52.45,1968,306.04,42,31,0,458622.72
Hematite,52.46,1183,311.11,50,22,0,282867.13
Magnetite,58.75,1263,251.8,49,35,0,211931.4
Hematite,55.53,1511,262.73,41,32,0,286682.03
Hematite,58.2,1820,251.03,69,36,0,265774.6
Hematite,51.4,2094,341.85,59,24,0,542031.9
Hematite,62.62,1168,336.63,53,30,0,296239.84
Hematite,51.88,1959,329.67,63,28,0,467554.53
Magnetite,50.98,2658,342.19,36,31,0,731455.02
Hematite,61.06,2574,302.13,63,37,0,520282.62
Hematite,53.84,2715,279.66,44,20,0,585516.9
Hematite,53.1,2115,288.76,55,39,0,411917.4
Magnetite,56.83,2549,333.85,44,23,0,680200.65
Hematite,64.63,1662,259.44,36,34,0,314849.28
Magnetite,50.22,2561,285.57,51,32,0,518781.77
Magnetite,54.37,1317,279.73,57,37,0,244606.41
Magnetite,57.48,1190,292.01,31,32,0,272521.9
Hematite,58.33,2638,265,35,29,0,530238
Waste,0,1116,0,46,30,1,-84816
Hematite,55.55,1612,261.92,59,39,0,264239.04
Hematite,63.86,2346,292.25,65,33,0,455710.5
Magnetite,52.93,1219,270.46,53,39,0,217542.74
Hematite,50.2,1698,261.14,40,24,0,334743.72
Magnetite,55.82,1225,344.99,66,27,0,308687.75
Magnetite,55.22,1120,284.67,69,23,0,215790.4
Magnetite,52.16,2234,336,43,24,0,600946
Hematite,57.95,2841,310.87,51,28,0,658742.67
Magnetite,64.58,1297,348.44,33,21,0,381888.68
Hematite,63.04,2549,259.48,49,39,0,437102.52
Hematite,53.29,1405,298.86,36,25,0,334193.3
Hematite,59.85,1344,323.2,60,39,0,301324.8
Magnetite,57.6,2705,339.16,69,37,0,630697.8
Hematite,59.48,2199,250.41,69,37,0,317557.59
Magnetite,58.14,1575,279.46,68,26,0,292099.5
Hematite,51.73,1043,302.15,61,37,0,212928.45
Waste,0,1204,0,43,37,1,-96320
Hematite,59.1,1508,310.28,40,22,0,374406.24
Hematite,54.73,2525,333.3,42,35,0,647157.5
Hematite,56.14,2258,323.31,49,26,0,560683.98
Magnetite,59.79,1467,295.59,52,21,0,326539.53
Waste,0,2479,0,42,28,1,-173530
Magnetite,58.5,1502,292.79,41,38,0,321112.58
Waste,0,2185,0,45,34,1,-172615
Magnetite,53.94,2789,262.5,36,33,0,539671.5
Hematite,54.21,1073,328.22,58,31,0,256683.06
Magnetite,64.8,1626,290.25,35,34,0,359752.5
Hematite,61.19,1517,323.61,49,22,0,383209.37
Hematite,62.99,1839,282.35,40,37,0,377638.65
Hematite,52.54,2214,267.06,57,30,0,398652.84
Magnetite,59.71,1910,330.07,56,36,0,454713.7
Magnetite,51.4,1988,255.54,58,32,0,329093.52
Magnetite,63.13,2117,315.34,44,27,0,517267.78
Waste,0,2976,0,52,32,1,-249984
Waste,0,2280,0,50,39,1,-202920
Hematite,63.16,2190,307.13,65,32,0,460184.7
Magnetite,60.18,2946,283.34,40,34,0,616715.64
Magnetite,50.28,2966,263.16,36,28,0,590708.56
Magnetite,61.6,2841,304.34,43,28,0,662918.94
Magnetite,61.41,1690,278.24,58,30,0,321505.6
Hematite,50.49,2321,261.17,41,28,0,446026.57
Hematite,59.09,1732,310.34,44,20,0,426660.88
Magnetite,61.21,1730,280.93,47,20,0,370098.9
Hematite,56.1,2811,346.23,61,38,0,694963.53
Magnetite,61.67,2622,318.47,58,30,0,604292.34
Magnetite,59.31,2283,348.79,46,23,0,638760.57
Hematite,62.42,1500,294.96,44,25,0,338940
Magnetite,59.97,1274,341.36,55,34,0,321506.64
Magnetite,51.97,1814,259.03,61,33,0,299364.42
Waste,0,2470,0,49,23,1,-177840
Hematite,52.5,1447,330.04,59,25,0,356019.88
Hematite,59.24,1611,329.15,38,38,0,407824.65
Hematite,57.68,2114,258.54,40,39,0,379547.56
Magnetite,52.72,2623,310.68,53,30,0,597204.64
Hematite,57.82,2599,342.17,63,36,0,631998.83
Hematite,54.21,1429,250.52,67,38,0,207948.08
Magnetite,50.37,2946,263.4,57,34,0,507890.4
Magnetite,53.18,1277,347.77,48,36,0,336834.29
Hematite,55.8,2890,268.21,58,33,0,512136.9
Magnetite,55.64,1483,300.07,40,39,0,327846.81
Magnetite,58.92,2477,281.95,37,24,0,547293.15
Hematite,61.61,2925,321.56,42,33,0,721188
Waste,0,2321,0,50,21,1,-164791
Hematite,62.15,1065,325.85,37,25,0,281000.25
Hematite,57.63,2074,320.19,67,39,0,444230.06
Magnetite,50.35,2087,306.37,33,23,0,522522.19
Hematite,50.34,2733,296.7,36,23,0,649634.1
Hematite,60.48,2825,307.86,62,35,0,595679.5
Magnetite,57.49,2321,348.34,55,32,0,606570.14
Magnetite,56.27,1797,271.6,66,39,0,299380.2
Magnetite,60.16,1988,260.08,59,20,0,359987.04
Waste,0,1958,0,47,21,1,-133144
Magnetite,54.03,2155,311.93,32,38,0,521359.15
Magnetite,57.7,2755,256.32,49,30,0,488516.6
Waste,0,1683,0,37,33,1,-117810
Hematite,61.15,1824,298.5,69,34,0,356592
Waste,0,1321,0,44,24,1,-89828
Hematite,60.74,2968,349.02,57,37,0,756899.36
Magnetite,59.64,1241,268.73,65,36,0,208152.93
Magnetite,56.72,1287,336.61,44,29,0,339266.07
Magnetite,55.93,2543,346.75,36,38,0,693603.25
Magnetite,59.74,2044,287.04,43,36,0,425233.76
Magnetite,63.15,2751,260.2,62,34,0,451714.2
Magnetite,64.37,2736,335.34,67,26,0,663042.24
Hematite,64.23,1971,286.69,65,33,0,371907.99
Magnetite,61.04,1624,305.14,58,38,0,339643.36
Hematite,52.17,1200,304.88,53,29,0,267456
Magnetite,58.51,1709,300.87,56,25,0,375757.83
Hematite,53.91,1918,292.76,31,26,0,452187.68
Hematite,54.7,2023,329.97,66,35,0,463206.31
Magnetite,55.01,1226,335.65,39,32,0,324460.9
Magnetite,64.73,2922,334.14,34,34,0,777661.08
Hematite,58.26,2274,315.98,67,35,0,486590.52
Hematite,63.41,1514,251.27,55,26,0,257788.78
Magnetite,55.97,1211,297.77,32,27,0,289150.47
Hematite,53.95,2062,332.23,39,23,0,557214.26
Hematite,53.87,1419,329.02,53,23,0,359035.38
Waste,0,1255,0,62,38,1,-125500
Hematite,55.78,2386,308.77,42,38,0,545845.22
Hematite,50.62,1503,306.56,51,34,0,333004.68
Waste,0,1983,0,55,37,1,-182436
Hematite,50.63,1270,326.3,35,26,0,336931
Waste,0,1222,0,54,37,1,-111202
Magnetite,61.34,1605,312.71,49,39,0,360659.55
Magnetite,54.47,2561,274.03,60,30,0,471300.83
Magnetite,64.5,2581,346.99,59,24,0,681358.19
Hematite,64.45,2746,344.92,53,31,0,716486.32
Magnetite,55.17,2934,270.93,51,37,0,536716.62
Hematite,64.56,2476,325.71,30,34,0,647993.96
Magnetite,64.89,1902,281.11,30,28,0,424355.22
Hematite,58.11,1551,273.09,38,35,0,310339.59
Magnetite,58.88,1858,278.26,32,23,0,414817.08
Hematite,56.22,2741,305.43,33,28,0,669982.63
Hematite,51.8,2958,280.44,64,28,0,557405.52
Hematite,56.24,2902,339.64,60,21,0,750573.28
Waste,0,2878,0,33,30,1,-181314
Hematite,57.61,1977,345.88,47,39,0,513782.76
Hematite,61.13,2197,277.07,44,33,0,439553.79
Hematite,54.55,2359,300.21,34,38,0,538347.39
Magnetite,55.94,2297,325.11,41,29,0,585987.67
Waste,0,2428,0,36,24,1,-145680
Magnetite,58.56,1178,348.49,56,39,0,298611.22
Magnetite,64.44,1547,305.82,30,27,0,384924.54
Waste,0,1836,0,47,27,1,-135864
Magnetite,64.02,1843,303.84,58,28,0,401479.12
Magnetite,62.02,1573,282.86,33,35,0,337974.78
Magnetite,51.22,2044,341.05,65,22,0,519278.2
Waste,0,1044,0,67,30,1,-101268
Hematite,55.6,1666,346.29,33,30,0,471961.14
Hematite,57.21,1550,266.1,50,24,0,297755
Waste,0,1277,0,41,31,1,-91944
Waste,0,1027,0,33,33,1,-67782
Waste,0,2890,0,32,23,1,-158950
Hematite,63.57,2961,341.26,45,26,0,800239.86
Magnetite,51.23,2037,314.29,33,25,0,522062.73
Magnetite,63.95,2105,272.8,68,32,0,363744
Hematite,55.02,1792,278.56,43,36,0,357611.52
Waste,0,2154,0,30,36,1,-142164
Waste,0,2179,0,69,36,1,-228795
Magnetite,57.65,2068,291.58,53,26,0,439615.44
Waste,0,2513,0,57,31,1,-221144
Magnetite,59.23,2019,272.06,57,32,0,369598.14
Hematite,51.84,2879,332,59,33,0,690960
Hematite,63.08,1698,330.03,52,36,0,410966.94
Magnetite,56.88,2704,345.61,68,34,0,658721.44
Waste,0,1244,0,32,29,1,-75884
Hematite,52.95,1337,329.28,49,24,0,342646.36
Magnetite,61.23,2715,253.22,58,34,0,437712.3
Magnetite,63.23,2572,290.57,47,30,0,549302.04
Waste,0,2854,0,67,26,1,-265422
Waste,0,2247,0,60,22,1,-184254
Hematite,58.87,1283,327.73,33,34,0,334516.59
Hematite,53.77,2684,270.58,56,31,0,492728.72
Hematite,62.9,2668,253.57,41,23,0,505772.76
Waste,0,2065,0,63,25,1,-181720
Hematite,64.92,2509,305.09,35,32,0,597367.81
Hematite,50.24,1616,258.4,68,39,0,244662.4
Hematite,50.73,2305,288.69,62,23,0,469505.45
Magnetite,55.55,1228,347.79,36,26,0,350950.12
Magnetite,62.11,2007,320.81,63,36,0,445172.67
Hematite,61.75,2343,326.82,63,22,0,566584.26
Hematite,61.7,1128,278.6,58,30,0,214996.8
Hematite,57.9,1385,313.85,36,37,0,333577.25
Magnetite,53.74,2221,301.99,66,32,0,453061.79
Magnetite,63.1,2717,311.49,32,25,0,691449.33
Magnetite,60.89,2672,304.91,36,36,0,622335.52
Magnetite,51.42,1267,283.76,45,22,0,274634.92
Hematite,61.7,2321,301.41,54,31,0,502287.61
Waste,0,1265,0,55,24,1,-99935
Hematite,57.91,1705,317.46,31,22,0,450904.3
Magnetite,50.31,1801,307.61,42,24,0,435139.61
Magnetite,55.52,2569,291.25,51,20,0,565822.25
Hematite,52.42,2418,265.93,61,20,0,447160.74
Magnetite,53.37,1537,270.23,33,26,0,324660.51
Magnetite,62.29,1356,310.67,38,25,0,335840.52
Waste,0,2294,0,38,30,1,-155992
Hematite,54.78,1099,285.53,68,29,0,207194.47
Hematite,55.03,1806,271.75,58,33,0,326434.5
Waste,0,1834,0,65,27,1,-168728
Waste,0,1968,0,45,25,1,-137760
Magnetite,61.6,1872,269.42,56,34,0,335874.24
Magnetite,60.66,1050,252.38,67,28,0,165249
Waste,0,2447,0,69,20,1,-217783
Hematite,58.37,2633,323.19,39,33,0,661383.27
Magnetite,52.88,2302,266.85,38,38,0,439336.7
Hematite,63.09,2394,254.31,35,29,0,455602.14
Magnetite,59.91,2378,318.33,65,32,0,526322.74
Hematite,51.56,1422,335.78,50,31,0,362297.16
Magnetite,54.81,1200,280.65,59,22,0,239580
Hematite,58.49,1230,301.17,57,36,0,256049.1
Magnetite,51.55,2881,315.2,38,33,0,703540.2
Hematite,50.4,2031,322.54,51,30,0,490567.74
Magnetite,52.91,2806,337.31,46,38,0,710787.86
Waste,0,1970,0,66,23,1,-175330
Magnetite,61.11,1797,336.48,44,39,0,455503.56
Waste,0,1453,0,43,20,1,-91539
Magnetite,50.92,1244,322.78,42,34,0,306994.32
Hematite,59.33,1594,290.12,52,22,0,344495.28
Hematite,61.02,1395,277.84,55,34,0,263431.8
Hematite,51.35,2420,330.91,53,23,0,616882.2
